name,phone,website,email,location,insurance,treatmentSetting,services,languages,agesServicing,state,address,overview,treatment_settings,ages_served,services_provided,clinicians,contact_form,url
ABA Outreach,843-297-8470,https://abaoutreach.com/,info@abaoutreach.com,"828 Wappoo Rd, Charleston, SC 29407, United States, Charleston, SC 29407",,,,,,SC,,,,,,,,
ABLE Kids,864-438-5530,https://www.ablekids.com/,,"20 Memorial Medical Dr, Greenville, SC 29605, United States, Greenville, SC 29605",,,,,,SC,,,,,,,,
Aspire,843-628-2935,https://www.aspire-clinic.com/,info@aspire-clinic.com,"222 Red Bank Rd, Goose Creek, SC 29445, United States, Goose Creek, SC 29445",,,,,,SC,,,,,,,,
"Autism Behavioral Institute, LLC",843-640-0772,https://autismtherapyusa.com/,intake@abiautismtherapy.com,"1180 Sam Rittenberg Blvd #240, Charleston, SC 29407, United States, Charleston, SC 29407",,,,,,SC,,,,,,,,
"Bardin Behavioral Health, LLC",803-394-5619,https://bardinbehavioralhealth.com/,info@bbhaba.com,"3401 Colonial Dr, Columbia, SC 29203, United States, Columbia, SC 29203",,,,,,SC,,,,,,,,
Beyond Behavior South Carolina,7044582436,,,"11079 Deep Cove Drive, , SC",,Home-based,,English,,SC,,,,,,,,
Carolina Coast Behavioral Services,843-259-8853,https://www.ccbs-sc.com/,admin@ccbs-sc.com,"1820 1st Dr, Charleston, SC 29407, United States, Charleston, SC 29407",,,,,,SC,,,,,,,,
Carolina Therapeutics PLLC,704-654-8599,https://www.carolinatherapeutics.com,,"1698 Highway 160 W Suite 240, Fort Mill, SC 29708, United States, Fort Mill, SC 29708",,,,,,SC,,,,,,,,
Center For Autism & Related Disorders,469.694.1754,https://www.centerforautism.com/,info@centerforautism.com,"103 Elford Ct, Spartanburg, SC 29306, United States, Spartanburg, SC 29306",,,,,,SC,,,,,,,,
Chrysalis Autism Center,803-792-0771,https://www.chrysalisautismctr.com/,,"1547 Cherry Rd, Rock Hill, SC 29730, United States, Rock Hill, SC 29730",,,,,,SC,,,,,,,,
Kristin Accomando,843-769-0663,http://htt//www.4cpr.com/,,"1407 Ashley River Rd Charleston, SC 29407, Charleston, SC 29407",,,,,,SC,,,,,,,,
Meaningful Milestones,(803) 714-3446,,,"460 Pin Oak Drive, , SC",,Center-based; Home-based,Behavioral Health,English,,SC,,,,,,,,
Meaningful Milestones,(803) 714-3446,,,"333 West Butler Street, , SC",,Center-based; Home-based,Behavioral Health,English,,SC,,,,,,,,
Meghan Casey,8436282935,https://www.aspire-.com/,,"222 Red Bank Road Goose Creek, SC 29445, Goose Creek, SC 29445",,,,,,SC,,,,,,,,
Milestones ABA Therapy Clinic,843-650-0107,https://www.milestonesaba.net/,info@milestonesaba.net,"126 Co-Op Rd, Myrtle Beach, SC 29588, United States, Myrtle Beach, SC 29588",,,,,,SC,,,,,,,,
NOBA Services LLC,203-952-4448,https://www.nobaservices.com/,nicoleorsini@nobaservices.com,"Charleston, South Carolina, USA, Charleston, SC",,,,,,SC,,,,,,,,
"Palmetto Autism Services, LLC",803-386-7523,https://palmettoautismservices.com/,,"Fort Mill, South Carolin, USA, Fort Mill, SC",,,,,,SC,,,,,,,,
Reaching Milestones,843-379-5655,http://www.reachingmilestones.com/,,"17B Marshellen Drive, Beaufort, SC 29902, Beaufort, SC 29902",,,,,,SC,,,,,,,,
Right Steps,803-661-5033,https://www.rightstepsworks.com,info@rightstepsworks.com,"2685 Celanese Rd #105, Rock Hill, SC 29732, United States, Rock Hill, SC 29732",,,,,,SC,,,,,,,,
Sarah Russell,8436282935,https://www.aspire-.com/,,"222 Red Bank Road Goose Creek, SC 29445, Goose Creek, SC 29445",,,,,,SC,,,,,,,,
Spectrum ABA,864-609-4108,https://www.spectrum-aba.com/,admin@spectrum-aba.com,"45 Creekview Ct, Greenville, SC 29615, United States, Greenville, SC 29615",,,,,,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"4323 B Old Mill Road, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"1 Marcus Dr, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"4515 Spruill Ave, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"1400 Browning Rd, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"1511 Heritage Ln, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"2460 India Hook Rd, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"1345 Companion Ct, , SC",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,SC,,,,,,,,
Surpass Behavioral Health - Anderson,(864)-671-1466,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"4323 Old Mill Road Anderson, SC 29621, Anderson, SC 29621",,,,,,SC,,,,,,,,
Surpass Behavioral Health - Columbia,(803)-999-3752,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"1400 Browning Road Suite 195 Columbia, SC 29210, Columbia, SC 29210",,,,,,SC,,,,,,,,
Surpass Behavioral Health - Florence,(843)-536-8674,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"1511 Heritage Lane #1 Florence, SC 29505, Florence, SC 29505",,,,,,SC,,,,,,,,
Surpass Behavioral Health - Greenville,(864) 631-2084,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"1 Marcus Drive Suite 308 Greenville, SC 29615, Greenville, SC 29615",,,,,,SC,,,,,,,,
Surpass Behavioral Health - North Charleston,(843)-352-7049,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"4515 Spruill Avenue North Charleston, SC 29405, North Charleston, SC 29405",,,,,,SC,,,,,,,,
Surpass Behavioral Health - Rock Hill,(803)-366-6250,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"2460 India Hook Road Suite 104 & 105 Rock Hill, SC 29732, Rock Hill, SC 29732",,,,,,SC,,,,,,,,
Surpass Behavioral Health - Sumter,(803)-529-1366,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"1345 Companion Court Sumter, SC 29150, Sumter, SC 29150",,,,,,SC,,,,,,,,
The Unumb Center for Neurodevelopment,803-929-0011,https://www.unumbcenter.org,info@unumbcenter.org,"1505 Blanding St, Columbia, SC 29201, United States, Columbia, SC 29201",,,,,,SC,,,,,,,,
"Autism Behavioral Consulting,",605-351-1002,http://www.abc-autism.com,info@abc-autism.com,"1105 W. Russell St., Sioux Falls, SD 57104, Sioux Falls, SD 57104",,,,,,SD,,,,,,,,
Behavior Care Specialists,605-262-2162,https://www.behaviorcarespecialists.com,,"405 S. Washington St. Aberdeen, SD 57401, Aberdeen, SD 57401",,,,,,SD,,,,,,,,
Behavior Care Specialists,605-906-8801,https://www.behaviorcarespecialists.com,,"151 Airport Dr. Brookings, SD 57006, Brookings, SD 57006",,,,,,SD,,,,,,,,
Behavior Care Specialists,605-906-8801,https://www.behaviorcarespecialists.com,,"620 N. Lawler Mitchell, SD 57301, Mitchell, SD 57301",,,,,,SD,,,,,,,,
Behavior Care Specialists,605-791-3373,https://www.behaviorcarespecialists.com,,"3820 Jackson Blvd. Rapid City, SD 57102, Rapid City, SD 57102",,,,,,SD,,,,,,,,
Black Hills Behavior,(907) 317-4376,,,"7373 Rena Ln., , SD",,,,English,,SD,,,,,,,,
"Shift, LLC",,https://www.shiftaba.com/,Jennifer.abel@shiftaba.com,"Sioux Falls. South Dakota, Sioux Falls, SD",,,,,,SD,,,,,,,,
Spectrum Matters,605-222-3847,https://spectrummatterssd.com,Darcy@SpectrumMattersSD.com,"810 S Maple, Watertown, SD 57201, United States, Watertown, SD 57201",,,,,,SD,,,,,,,,
ABA Interventions,865-394-6612,http://www.aba-interventions.com,,"9038 Cross Park Drive, Suite 105 Knoxville, TN 37923, Knoxville, TN 37923",,,,,,TN,,,,,,,,
ABA Therapy: Shaping Positive Behaviors,901-275-9491,https://www.shapingpositivebxs.com/,Shapingpositivebxs@icloud.com,"5175 Elmore Rd Suite 1, Memphis, TN 38134, United States, Memphis, TN 38134",,,,,,TN,,,,,,,,
ABS Kids,(801) 935-4171,,,"110 29th Ave N, , TN",,Center-based; Home-based,Community,English,,TN,,,,,,,,
ABS Kids,(801) 935-4171,,,"126 Maple Row Blvd, , TN",,Center-based; Home-based,Community,English,,TN,,,,,,,,
ABS Kids,(801) 935-4171,,,"330 Wallace Rd., , TN",,Center-based; Home-based,Community,English,,TN,,,,,,,,
ABS Kids ABA Therapy Center,615-549-6608,https://www.abskids.com/locations/nashville/,info@abskids.com,"110 29th Ave N Suite 100, Nashville, TN 37203, United States, Nashville, TN 37203",,,,,,TN,,,,,,,,
AIM - Autism in Motion Clinics,901-248-7440,,,"1079 N Houston Levee Rd, Cordova, TN 38018, United States, Cordova, TN 38018",,,,,,TN,,,,,,,,
"Applied Behavior Analysis Nashville, LLC",615-442-7988,http://abanashville.com,info@abanashville.com,"330 Franklin Rd, Brentwood, TN 37027, USA, Brentwood, TN 37027",,,,,,TN,,,,,,,,
Autism & Behavior Services,(423) 664-0903,,,"6105 Preservation Drive, Suite D, , TN",,Center-based,,,,TN,,,,,,,,
Autism & Behavior Services,(423) 664-0903,,,"6025 Lee HWY, , TN",,Center-based,,,,TN,,,,,,,,
Autism Centers of Tennessee,901-567-5361,https://autismcenterstn.com/,contactus@autismcenterstn.com,"6655 Quince Rd #101, Memphis, TN 38119, United States, Memphis, TN 38119",,,,,,TN,,,,,,,,
Behavioral Foundations,865-288-7871,https://behavioralfoundations.com,,"120 S David Ln, Knoxville, TN 37922, United States, Knoxville, TN 37922",,,,,,TN,,,,,,,,
"Behavioral Outreach Services, LLC",731-446-5441,https://behavioraloutreach.com/,sbeene@behavioraloutreach.com,"65 Ridgecrest Rd, Jackson, TN 38305, United States, Jackson, TN 38305",,,,,,TN,,,,,,,,
"Behavioral Progression, Inc.",(813) 602-0068,,,"6339 Charlotte Pike, , TN",Aetna; Cigna; Optum; United Healthcare; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Golden Rule Insurance Company; Humana; Optum/United; UnitedHealth Group; WellCare; Molina Healthcare; HealthSpring,Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,TN,,,,,,,,
Center of Development Pediatric Therapies,931-372-2567,http://www.developmental-delay.com/,frontdesk@developmentaldelay.net,"1445 E 10th St, Cookeville, TN 38501, United States, Cookeville, TN 38501",,,,,,TN,,,,,,,,
Dian R. Bridges,888-325-5844,http://www.ababridges.com,info@ababridges.com,"Franklin, TN 37067-2667, Franklin, TN 37067",,,,,,TN,,,,,,,,
Early Autism Services,615-864-3327,https://earlyautismservices.com/locations/aba-therapy-nashville/,Info@earlyautismservices.com,"640 Grassmere Park # 116, Nashville, TN 37211, United States, Nashville, TN 37211",,,,,,TN,,,,,,,,
"Elevate Behavior Services, LLC",423-802-1982,https://elevatebehavior.com/,sarena@elevatebehavior.com,"317 Sylvan St suite b, Chattanooga, TN 37405, United States, Chattanooga, TN 37405",,,,,,TN,,,,,,,,
Etty Weiner-Fromowitz,901-328-2110,http://www.jhatherapy.com,info@jhatherapy.com,"3180 Professional Plaza, Suite 101 Germantown, TN 38138, Germantown, TN 38138",,,,,,TN,,,,,,,,
Gate ABA,615-616-8461,https://gateaba.com/,wmauldin@gateaba.com,"Nashville, Tennessee, United States, Nashville, TN",,,,,,TN,,,,,,,,
Gate ABA,615-616-8461,https://gateaba.com/,wmauldin@gateaba.com,"Nashville, Tennessee, United States, Nashville, TN",,,,,,TN,,,,,,,,
Golden Steps ABA,(646) 873-6600,,,"9005 Overlook Blvd, , TN",,,,English,,TN,,,,,,,,
Harwood Center,901-584-8281,,,"711 Jefferson Ave., , TN",Aetna; Cigna; Optum; United Healthcare; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based,,English,2-10,TN,,,,,,,,
Harwood Center,901-584-8281,,,"946 E Park Loop, , TN",Aetna; Cigna; Optum; United Healthcare; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based,,English,2-10,TN,,,,,,,,
Harwood Center,901-584-8281,,,"4075 Park Avenue, , TN",Aetna; Cigna; Optum; United Healthcare; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based,,English,2-10,TN,,,,,,,,
"Harwood Center, Inc.",901-448-6580,http://harwoodcenter.org,rachel.lauletta@harwoodcenter.org,"711 Jefferson Avenue Memphis, TN 38105, Memphis, TN 38105",,,,,,TN,,,,,,,,
Hope Autism and Behavioral Health Services,615-299-6332,https://hopetn.com/,Kari@HopeTN.com,"652 W Iris Dr, Nashville, TN 37204, United States, Nashville, TN 37204",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,615-709-0233,https://www.hopebridge.com,bcraig@hopebridge.com,"100 Physician's Way Suite 200, Lebanon, TN 37090, United States, Lebanon, TN 37090",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,615-314-3351,https://www.hopebridge.com/,bcraig@hopebridge.com,"3055 Lebanon Pike Suite 2100, Nashville, TN 37214, United States, Nashville, TN 37214",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,865-328-0841,https://www.hopebridge.com/,bcraig@hopebridge.com,"11121 Kingston Pike F, Knoxville, TN 37934, United States, Knoxville, TN 37934",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,615-558-8294,https://www.hopebridge.com/,bcraig@hopebridge.com,"1325 W Main St Suite 101, Franklin, TN 37064, United States, Franklin, TN 37064",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,423-212-9637,https://www.hopebridge.com/,bcraig@hopebridge.com,"2826 Amnicola Hwy, Chattanooga, TN 37406, United States, Chattanooga, TN 37406",,,,,,TN,,,,,,,,
Hopebridge Autism Therapy Center,615-632-2003,https://www.hopebridge.com/,bcraig@hopebridge.com,"2740 St Andrews Dr, Murfreesboro, TN 37128, United States, Murfreesboro, TN 37128",,,,,,TN,,,,,,,,
JoyBridge Kids,615-560-6622,https://joybridgekids.com/,info@joybridgekids.com,"1535 N Mt Juliet Rd, Mt. Juliet, TN 37122, United States, Mt. Juliet, TN 37122",,,,,,TN,,,,,,,,
Kaleidoscope Behavior Analysis & Therapy,931-553-1395,https://kbatherapy.com/,,"331 Landrum Pl, Clarksville, TN 37043, United States, Clarksville, TN 37043",,,,,,TN,,,,,,,,
Katie Carrell,6152836150,http://www.franklinspeech.com,,"7146 Nolensville Rd, Nolensville, TN 37135, Nashville, TN 37135",,,,,,TN,,,,,,,,
Katie Carrell,6155913244,http://www.franklinspeech.com,,"2117 Hillsboro Road, Franklin, TN 37069, Franklin, TN 37069",,,,,,TN,,,,,,,,
Katie Carrell,6152836150,http://www.franklinspeech.com,,"7146 Nolensville Rd, Nolensville, TN 37135, Nolensville, TN 37135",,,,,,TN,,,,,,,,
KidPRO Nashville Pediatric Therapies,615-431-9776,https://www.nashvillekidpro.com/,info@nashvillekidpro.com,"432 Melrose Ave, Nashville, TN 37211, United States, Nashville, TN 37211",,,,,,TN,,,,,,,,
Know Boundaries ABA,615-288-5669,https://www.knowboundariesaba.com/,info@knowboundariesaba.com,"1710 General George Patton Dr Suite 103, Brentwood, TN 37027, United States, Brentwood, TN 37027",,,,,,TN,,,,,,,,
Knoxville Center for Autism Inc.,865-253-7077,https://knoxcenterautism.com/,info@knoxcenterautism.com,"7675 Oak Ridge Hwy, Knoxville, TN 37931, United States, Knoxville, TN 37931",,,,,,TN,,,,,,,,
Michael LaPaglia,931-542-2168,http://www.advancedtherapy.net,,"851 Professional Park Drive Clarksville, TN 37040, Clarksville, TN 37040",,,,,,TN,,,,,,,,
Mobile Therapy Centers of America,615-358-8585,https://www.facebook.com/MobileTherapyCentersofTN/,asktheteam@mtcus.com,"116 Center Ct, Clarksville, TN 37040, United States, Clarksville, TN 37040",,,,,,TN,,,,,,,,
Momentum ABA Therapy,901-314-9722,https://momentumabatherapy.com/,info@momentumabatherapy.com,"5796 Shelby Oaks Dr Suite 7, Memphis, TN 38134, United States, Memphis, TN 38134",,,,,,TN,,,,,,,,
Peace by Piece ABA Therapy & Behavioral Services,615-516-3778,https://www.peacebypieceaba.com/,admin@peacebypieceaba.com,"2525C Lebanon Pike Suite 102, Nashville, TN 37214, United States, Nashville, TN 37214",,,,,,TN,,,,,,,,
Phillips ABA Therapy,423-652-0174,https://www.phillipsaba.com/,admin@phillipsaba.com,"100 5th St Suite 100, Bristol, TN 37620, United States, Bristol, TN 37620",,,,,,TN,,,,,,,,
Pia Holley,901-328-2110,http://www.jhatherapy.com,info@jhatherapy.com,"3180 Professional Plaza, Suite 101 Germantown, TN 38138, Germantown, TN 38138",,,,,,TN,,,,,,,,
"Practical Behavior Analysis, LLC",615-669-6397,https://www.practicalbehavior.com/,office@practicalbehavior.com,"""Nashville, Tennesse, Nashville, TN",,,,,,TN,,,,,,,,
Project Play Therapy Nashville,615-832-8955,https://www.projectplaytherapy.com,info@projectplaytherapy.com,"4731 Trousdale Dr #12, Nashville, TN 37220, United States, Nashville, TN 37220",,,,,,TN,,,,,,,,
Proud Moments ABA,615-331-1141,https://www.proudmomentsaba.com,info@proudmomentsaba.com,"240 Great Circle Rd, Nashville, TN 37228, United States, Nashville, TN 37228",,,,,,TN,,,,,,,,
Proud Moments ABA,629-207-6370,https://www.proudmomentsaba.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=murfreesboro,info@proudmomentsaba.com,"268 Veterans Pkwy Suite J, Murfreesboro, TN 37128, United States, Murfreesboro, TN 37128",,,,,,TN,,,,,,,,
Shanon Pennington,931-542-2168,http://www.advancedtherapy.net,,"851 Professional Park Drive Clarksville, TN 37040, Clarksville, TN 37040",,,,,,TN,,,,,,,,
Southeast Behavioral Services - ABA Therapy - Tennessee,865-312-8220,https://southeastbehavioralservices.com/,info@SoutheastBehavioralServices.com,"10721 Chapman Hwy Suite 23, Seymour, TN 37865, United States, Seymour, TN 37865",,,,,,TN,,,,,,,,
"Stepping Stones, ABA",901-283-3486,https://www.steppingstonesaba-memphis.com/,steppingstonesaba.memphis@gmail.com,"5084 Old Summer Rd, Memphis, TN 38122, United States, Memphis, TN 38122",,,,,,TN,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"1321 Murfreesboro Pike, , TN",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,TN,,,,,,,,
The Autism Clinic at Hope,217-525-8332,https://www.theautismclinic.org/,,"1531 Hunt Club Blvd Suite 306, Gallatin, TN 37066, United States, Gallatin, TN 37066",,,,,,TN,,,,,,,,
THE MARTIN CENTER,931-682-6195,http://martinaba.com,info@martinaba.com,"291 Clear Sky Ct, Suite A, Clarksville, TN 37043, Clarksville, TN 37043",,,,,,TN,,,,,,,,
"The TEACH Group, LLC",865-621-4249,https://www.theteachgroup.com/,info@theteachgroup.com,"1240 Old Weisgarber Rd, Knoxville, TN 37909, United States, Knoxville, TN 37909",,,,,,TN,,,,,,,,
Tobenski Behavior Analysis Services Inc,931-279-2199,https://www.teampbs.com/,kelly@tobenskibehavior.com,"538 Morris Dr, Murfreesboro, TN 37130, United States, Murfreesboro, TN 37130",,,,,,TN,,,,,,,,
Total Care ABA Therapy,404-400-5004,https://totalcareaba.com,info@totalcareaba.com,"6000 Poplar Ave Suite 250, Memphis, TN 38119, United States, Memphis, TN 38119",,,,,,TN,,,,,,,,
Total Care ABA Therapy,404-400-5004,https://totalcareaba.com,info@totalcareaba.com,"6000 Poplar Ave Suite 250, Memphis, TN 38119, United States, Memphis, TN 38119",,,,,,TN,,,,,,,,
Tri-Cities Behavioral Therapy,423-202-3622,https://www.tcbtaba.com/,,"321 W Walnut St Box 2, Johnson City, TN 37604, United States, Johnson City, TN 37604",,,,,,TN,,,,,,,,
Vision for Hope,(217) 585-5437,,,"872 Willow Tree Circle, , TN",,Center-based; School-based,,English,,TN,,,,,,,,
Vision for Hope,(217) 585-5437,,,"1531 Hunt Club Boulevard, , TN",,Center-based; School-based,,English,,TN,,,,,,,,
A Better Approach - ABA Therapy for Autism,469-522-9867,https://www.abetterapproach.net/,info@mysite.com,"1590 FM875, Suite 100, Midlothian, TX 76065, United States, Midlothian, TX 76065",,,,,,TX,,,,,,,,
A Therapy Connection,(972) 470-5855,,,"1601 N Collins Blvd, , TX",Optum; United Healthcare; Amerigroup; Anthem (Blue Cross Blue Shield); Optum/United; Molina Healthcare,Center-based,Behavioral Health,English,2-10; 11-21,TX,,,,,,,,
ABA Academy,817-277-8870,http://www.abaacademy.com/,info@abaacademy.com,"3605 W Pioneer Pkwy suite c, Pantego, TX 76013, United States, Pantego, TX 76013",,,,,,TX,,,,,,,,
ABA Connect,512-900-8110,https://www.abaconnect.com/cedar-park-tx/,info@abaconnect.com,"2301 S Bagdad Rd Suite 303, Cedar Park, TX 78613, United States, Austin, TX 78613",,,,,,TX,,,,,,,,
ABA Connect,512-900-8110,https://www.abaconnect.com/cedar-park-tx/,info@abaconnect.com,"2301 S Bagdad Rd Suite 303, Cedar Park, TX 78613, United States, Cedar Park, TX 78613",,,,,,TX,,,,,,,,
ABA Home,(713) 392-6146,,,"14207 Andrea Way Ln., , TX",,Home-based,,English,,TX,,,,,,,,
ABA Spectrum Therapy,512-986-7625,http://www.abaspectrum.com/,office@abaspectrum.com,"2205 S Bagdad Rd, Leander, TX 78641, United States, Leander, TX 78641",,,,,,TX,,,,,,,,
ABA Therapy For Life,713.218.9947,http://abatherapyforlife.com/,contact@speechforlife.com,"3000 Weslayan St #105, Houston, TX 77027, United States, Houston, TX 77027",,,,,,TX,,,,,,,,
ABA Therapy For Life,713.218.9947,http://abatherapyforlife.com/,contact@speechforlife.com,"3000 Weslayan St #105, Houston, TX 77027, United States, Houston, TX 77027",,,,,,TX,,,,,,,,
ABA Therapy of Houston,281 206 7984,https://www.abatherapyofhouston.com/,,"460 Park Grove Dr., Katy, TX 77450, Katy, TX 77450",,,,,,TX,,,,,,,,
ABC Autism Connection,254-238-1130,http://www.abcautismconnection.com/,abcautismconnection@gmail.com,"1109 Florence Rd, Killeen, TX 76541, United States, Killeen, TX 76541",,,,,,TX,,,,,,,,
ABC Autism Connection,254-238-1130,http://www.abcautismconnection.com/,abcautismconnection@gmail.com,"1109 Florence Rd, Killeen, TX 76541, United States, Killeen, TX 76541",,,,,,TX,,,,,,,,
Ability & Beyond Pediatric Therapy,832-779-0083,http://www.abilityandbeyond.com/,INFO@ABILITYANDBEYOND.COM,"2475 Southline Rd, The Woodlands, TX 77384, United States, The Woodlands, TX 77384",,,,,,TX,,,,,,,,
Accel Therapies - ABA Therapy for Autism,469-300-0345,https://www.acceltherapies.com/aba-therapy-mckinney/?utm_source=GMBlisting&utm_medium=organic,hello@acceltherapies.com,"8951 Collin McKinney Pkwy Ste 401, McKinney, TX 75070, United States, McKinney, TX 75070",,,,,,TX,,,,,,,,
Accel Therapies - ABA Therapy for Autism,469-300-0345,https://www.acceltherapies.com/aba-therapy-mckinney/?utm_source=GMBlisting&utm_medium=organic,hello@acceltherapies.com,"8951 Collin McKinney Pkwy Ste 401, McKinney, TX 75070, United States, McKinney, TX 75070",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,469-946-8400,https://www.actionbehavior.com/locations/aba-therapy-lewisville-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,"500 N Valley Pkwy Suite 110, Lewisville, TX 75067, United States, Lewisville, TX 75067",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,713-962-4599,https://www.actionbehavior.com,info@actionbehavior.com,"9316 Louetta Rd, Spring, TX 77379, United States, Spring, TX 77379",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,210-239-0040,https://www.actionbehavior.com,info@actionbehavior.com,"12746 Cimarron Path Suite 103C, San Antonio, TX 78249, United States, San Antonio, TX 78249",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,512-900-7494,https://www.actionbehavior.com/locations/aba-therapy-north-austin-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,"13581 Pond Springs Rd Suite 400, Austin, TX 78729, United States, Austin, TX 78729",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,469-277-6050,https://www.actionbehavior.com/locations/aba-therapy-west-plano-tx/?utm_source=google&utm_medium=organic&utm_term=gmb,info@actionbehavior.com,"5085 W Park Blvd #400, Plano, TX 75093, United States, Plano, TX 75093",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,972-217-4110,https://www.actionbehavior.com/locations/aba-therapy-allen-tx/?utm_source=google&utm_medium=organic&utm_term=gmb,info@actionbehavior.com,"919 Medical Dr STE 1200, Allen, TX 75013, United States, Allen, TX 75013",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,972-217-4090,https://www.actionbehavior.com/locations/aba-therapy-irving-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,"1163 W John Carpenter Fwy, Irving, TX 75039, United States, Irving, TX 75039",,,,,,TX,,,,,,,,
Action Behavior Centers - ABA Therapy for Autism,817-385-7170,https://www.actionbehavior.com/locations/aba-therapy-mansfield-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,"1703 Fountainview Dr, Mansfield, TX 76063, United States, Mansfield, TX 76063",,,,,,TX,,,,,,,,
