name,phone,website,email,address,city,state,zip,source_state,latitude,longitude
Surpass Behavioral Health,18882277212,,,1321 Murfreesboro Pike,,TN,,ALL_STATES,36.1147595,-86.6958346
The Autism Clinic at Hope,(217) 525-8332,https://www.theautismclinic.org/,,1531 Hunt Club Blvd Suite 306,Gallatin,TN,37066,ALL_STATES,36.3366805,-86.5359383
THE MARTIN CENTER,(931) 682-6195,http://martinaba.com,info@martinaba.com,291 Clear Sky Ct,Clarksville,TN,37043,ALL_STATES,36.57293840000001,-87.2941181
"The TEACH Group, LLC",(865) 621-4249,https://www.theteachgroup.com/,info@theteachgroup.com,1240 Old Weisgarber Rd,Knoxville,TN,37909,ALL_STATES,35.9462622,-84.01574459999999
Tobenski Behavior Analysis Services Inc,(931) 279-2199,https://www.teampbs.com/,kelly@tobenskibehavior.com,538 Morris Dr,Murfreesboro,TN,37130,ALL_STATES,35.9110768,-86.3667766
Total Care ABA Therapy,(404) 400-5004,https://totalcareaba.com,info@totalcareaba.com,6000 Poplar Ave Suite 250,Memphis,TN,38119,ALL_STATES,35.1030902,-89.86168889999999
Tri-Cities Behavioral Therapy,(423) 202-3622,https://www.tcbtaba.com/,,321 W Walnut St Box 2,Johnson City,TN,37604,ALL_STATES,36.3127787,-82.3525878
Vision for Hope,(217) 585-5437,,,872 Willow Tree Circle,,TN,,ALL_STATES,35.1490747,-89.7930183
Vision for Hope,(217) 585-5437,,,1531 Hunt Club Boulevard,,TN,,ALL_STATES,36.3368494,-86.5354526
A Better Approach - ABA Therapy for Autism,(469) 522-9867,https://www.abetterapproach.net/,info@mysite.com,1590 FM875,Midlothian,TX,76065,ALL_STATES,32.4121768,-97.0124548
A Therapy Connection,(972) 470-5855,,,1601 N Collins Blvd,,TX,,ALL_STATES,32.9700558,-96.7240076
ABA Academy,(817) 277-8870,http://www.abaacademy.com/,info@abaacademy.com,3605 W Pioneer Pkwy suite c,Pantego,TX,76013,ALL_STATES,32.7135683,-97.1630031
ABA Connect,(512) 900-8110,https://www.abaconnect.com/cedar-park-tx/,info@abaconnect.com,2301 S Bagdad Rd Suite 303,Austin,TX,78613,ALL_STATES,30.53470639999999,-97.8479922
ABA Home,(713) 392-6146,,,14207 Andrea Way Ln.,,TX,,ALL_STATES,29.6791449,-95.6372341
ABA Spectrum Therapy,(512) 986-7625,http://www.abaspectrum.com/,office@abaspectrum.com,2205 S Bagdad Rd,Leander,TX,78641,ALL_STATES,30.5458588,-97.85202179999999
ABA Therapy For Life,(713) 218-9947,http://abatherapyforlife.com/,contact@speechforlife.com,3000 Weslayan St #105,Houston,TX,77027,ALL_STATES,29.7376242,-95.4423202
ABA Therapy of Houston,(281) 206-7984,https://www.abatherapyofhouston.com/,,460 Park Grove Dr.,Katy,TX,77450,ALL_STATES,29.7784278,-95.74989579999999
ABC Autism Connection,(254) 238-1130,http://www.abcautismconnection.com/,abcautismconnection@gmail.com,1109 Florence Rd,Killeen,TX,76541,ALL_STATES,31.1079887,-97.7370564
Ability & Beyond Pediatric Therapy,(832) 779-0083,http://www.abilityandbeyond.com/,INFO@ABILITYANDBEYOND.COM,2475 Southline Rd,The Woodlands,TX,77384,ALL_STATES,30.1945483,-95.4731139
Accel Therapies - ABA Therapy for Autism,(469) 300-0345,https://www.acceltherapies.com/aba-therapy-mckinney/?utm_source=GMBlisting&utm_medium=organic,hello@acceltherapies.com,8951 Collin McKinney Pkwy Ste 401,McKinney,TX,75070,ALL_STATES,33.1371326,-96.73152999999999
Action Behavior Centers - ABA Therapy for Autism,(469) 946-8400,https://www.actionbehavior.com/locations/aba-therapy-lewisville-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,500 N Valley Pkwy Suite 110,Lewisville,TX,75067,ALL_STATES,33.0476957,-97.0211915
Action Behavior Centers - ABA Therapy for Autism,(713) 962-4599,https://www.actionbehavior.com,info@actionbehavior.com,9316 Louetta Rd,Spring,TX,77379,ALL_STATES,30.0061606,-95.55296070000001
Action Behavior Centers - ABA Therapy for Autism,(210) 239-0040,https://www.actionbehavior.com,info@actionbehavior.com,12746 Cimarron Path Suite 103C,San Antonio,TX,78249,ALL_STATES,29.5600559,-98.59748490000001
Action Behavior Centers - ABA Therapy for Autism,(512) 900-7494,https://www.actionbehavior.com/locations/aba-therapy-north-austin-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,13581 Pond Springs Rd Suite 400,Austin,TX,78729,ALL_STATES,30.4543203,-97.7892593
Action Behavior Centers - ABA Therapy for Autism,(469) 277-6050,https://www.actionbehavior.com/locations/aba-therapy-west-plano-tx/?utm_source=google&utm_medium=organic&utm_term=gmb,info@actionbehavior.com,5085 W Park Blvd #400,Plano,TX,75093,ALL_STATES,33.0305096,-96.7987926
Action Behavior Centers - ABA Therapy for Autism,(972) 217-4110,https://www.actionbehavior.com/locations/aba-therapy-allen-tx/?utm_source=google&utm_medium=organic&utm_term=gmb,info@actionbehavior.com,919 Medical Dr STE 1200,Allen,TX,75013,ALL_STATES,33.1126527,-96.680053
Action Behavior Centers - ABA Therapy for Autism,(972) 217-4090,https://www.actionbehavior.com/locations/aba-therapy-irving-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,1163 W John Carpenter Fwy,Irving,TX,75039,ALL_STATES,32.8930764,-96.9639091
Action Behavior Centers - ABA Therapy for Autism,(817) 385-7170,https://www.actionbehavior.com/locations/aba-therapy-mansfield-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,1703 Fountainview Dr,Mansfield,TX,76063,ALL_STATES,32.5639006,-97.10982039999999
Action Behavior Centers - ABA Therapy for Autism,(817) 402-8250,https://www.actionbehavior.com/locations/aba-therapy-southlake-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,230 S Nolen Dr Building 3,Southlake,TX,76092,ALL_STATES,32.9377495,-97.11252449999999
Action Behavior Centers - ABA Therapy for Autism,(281) 223-5300,https://www.actionbehavior.com/locations/aba-therapy-kingwood-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,22001 Northpark Dr Suite 400,Kingwood,TX,77339,ALL_STATES,30.0675892,-95.25578589999999
Action Behavior Centers - ABA Therapy for Autism,(512) 460-1950,https://www.actionbehavior.com/locations/aba-therapy-round-rock-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,15930 Great Oaks Dr,Round Rock,TX,78681,ALL_STATES,30.4943179,-97.72656400000001
Action Behavior Centers - ABA Therapy for Autism,(210) 625-5400,https://www.actionbehavior.com/locations/aba-therapy-schertz-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,5700 Schertz Pkwy #120,Schertz,TX,78154,ALL_STATES,29.5954108,-98.29231209999999
Action Behavior Centers - ABA Therapy for Autism,(469) 905-5300,https://www.actionbehavior.com/locations/aba-therapy-mckinney-tx-2/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,181 N Rdg Rd Suite 100,McKinney,TX,75071,ALL_STATES,33.2000775,-96.69887039999999
Action Behavior Centers - ABA Therapy for Autism,(817) 385-7140,https://www.actionbehavior.com/locations/aba-therapy-keller-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,4541 Heritage Trace Pkwy #1333,Keller,TX,76244,ALL_STATES,32.9157137,-97.28780979999999
Action Behavior Centers - ABA Therapy for Autism,(512) 354-4300,https://www.actionbehavior.com/locations/aba-therapy-buda-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,120 Precision Dr a100,Buda,TX,78610,ALL_STATES,30.0701209,-97.8462299
Action Behavior Centers - ABA Therapy for Autism,(281) 223-5200,https://www.actionbehavior.com/locations/aba-therapy-cypress-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,12101 Grant Rd,Cypress,TX,77429,ALL_STATES,29.9812093,-95.6087629
Action Behavior Centers - ABA Therapy for Autism,(972) 521-9060,https://www.actionbehavior.com/locations/aba-therapy-frisco-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,3550 Parkwood Blvd Suite 205A,Frisco,TX,75034,ALL_STATES,33.1088291,-96.81622759999999
Action Behavior Centers - ABA Therapy for Autism,(737) 404-3800,https://www.actionbehavior.com/locations/aba-therapy-kyle-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,4460 Farm to Market 1626 Suite 300,Kyle,TX,78640,ALL_STATES,30.0240658,-97.8733755
Action Behavior Centers - ABA Therapy for Autism,(832) 740-1100,https://www.actionbehavior.com/locations/aba-therapy-memorial-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,6955 Portwest Dr #190,Houston,TX,77024,ALL_STATES,29.7809517,-95.45102279999999
Action Behavior Centers - ABA Therapy for Autism,(281) 800-1040,https://www.actionbehavior.com/locations/aba-therapy-atascocita-tx/?utm_source=google&utm_medium=organic&utm_term=gmb,info@actionbehavior.com,5510 Atascocita Road Suite 290,Humble,TX,77346,ALL_STATES,29.9892165,-95.18849089999999
Action Behavior Centers - ABA Therapy for Autism,(346) 415-0300,https://www.actionbehavior.com/locations/aba-therapy-pearland-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,1332 Broadway St,Pearland,TX,77581,ALL_STATES,29.5437621,-95.22589269999999
Action Behavior Centers - ABA Therapy for Autism,(469) 828-2020,/actionbehavior.com/locations/aba-therapy-coppell-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,747 Plaza Blvd Bldg 2,Coppell,TX,75019,ALL_STATES,32.9886887,-96.99034189999999
Action Behavior Centers - ABA Therapy for Autism,(682) 345-9401,https://www.actionbehavior.com/locations/aba-therapy-grapevine-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,5200 Champagne Blvd,Grapevine,TX,76051,ALL_STATES,32.8826675,-97.0958316
Adrena Streetz,(469) 900-8063,http://www.spectrumofgrace.org,adrenastreetz@spectrumofgrace.org,The Colony,The Colony,TX,,ALL_STATES,33.0806341,-96.8927532
Akshay Dambhare,(832) 321-5464,,abatherapy67@gmail.com,21830 Kingsland Blvd Suite 106,Katy,TX,77450,ALL_STATES,29.7759208,-95.7491807
Alana Dubrocq,(254) 863-2611,https://grovesbxs.com,grovesbehavioralservices@gmail.com,520 S. Main St.,Belton,TX,76514,ALL_STATES,31.05242,-97.4656277
Alana Scherer,(512) 250-5700,http://williamscommunityschool.org,info@williamscommunityschool.org,5209 Duval Road Austin,Austin,TX,78727,ALL_STATES,30.4166784,-97.7416788
Allison's Therapy Corner,(817) 754-4940,https://allisonstherapycorner.com/,allison@allisonstherapycorner.com,4917 Golden Triangle Blvd Suite 411 & 421,Fort Worth,TX,76244,ALL_STATES,32.931532,-97.278114
"AmarilloABA, LLC.",(806) 367-9358,https://amarilloaba.com/,,6031 Bell St,Amarillo,TX,79109,ALL_STATES,35.1455998,-101.9006776
Apara Autism Center,(844) 272-7223,https://aparaautism.com/,info@aparaautism.com,2741 E Belt Line Rd,Carrollton,TX,75006,ALL_STATES,32.9538891,-96.8569251
Ascend Behavior Partners,(720) 961-3764,,,1716 Briarcrest Drive,,TX,,ALL_STATES,30.6527329,-96.33815489999999
"Autism Behavior Support, LLC",(254) 630-1578,https://autismbehaviorsupport.org/,autismbs6@gmail.com,4003 W Stan Schlueter Loop Suite 3,Killeen,TX,76549,ALL_STATES,31.0881201,-97.7919371
Autism Learning Partners,(888) 805-0759,https://www.autismlearningpartners.com/,intake@autismlearningpartners.com,3800 N Lamar Blvd #200,Austin,TX,78756,ALL_STATES,30.305835,-97.7431601
Autism Response Team - ABA Therapy Tyler,(903) 321-6460,https://autismresponseteam.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-tyler,StartABA@arttx.org,1537 E Grande Blvd Suite 400,Tyler,TX,75703,ALL_STATES,32.2772388,-95.2823332
Ayers Autism Health,(346) 803-2203,https://www.ayersautism.com/,info@ayersautism.com,6315 Gulfton St. Suite 100,Garland,TX,,ALL_STATES,29.7157469,-95.4947414
Behavior Modification Solutions ABA,(956) 454-8539,,,400 N. Bentsen Rd,,TX,,ALL_STATES,26.2122668,-98.2679756
Behavior Network,(214) 862-5216,,,4601 Medical Center Dr.,,TX,,ALL_STATES,33.1595168,-96.6346653
Behavior Texas,(903) 603-4597,,,812 E Clinton Avene,,TX,,ALL_STATES,32.1924127,-95.8424769
Behavior TLC,(281) 461-6888,,,1001 Pineloch Dr,,TX,,ALL_STATES,29.5777087,-95.14064139999999
Behavior TLC,(281) 461-6888,,,11240 FM 1960 Road West,,TX,,ALL_STATES,29.9311261,-95.5884988
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/allen/,info@bi-aba.com,800 North Watters Road,Allen,TX,,ALL_STATES,33.1102338,-96.68027839999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/arlington/,info@bi-aba.com,1012 Commercial Blvd North,Arlington,TX,,ALL_STATES,32.6218291,-97.1275864
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/austin-cedar-park/,info@bi-aba.com,1603 Medical Pkwy,Cedar Park,TX,,ALL_STATES,30.5314786,-97.80501609999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/baytown/,info@bi-aba.com,855 Rollingbrook Drive,Baytown,TX,,ALL_STATES,29.7606736,-94.9737472
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/carrollton/,info@bi-aba.com,3012 East Hebron Parkway,Carrollton,TX,,ALL_STATES,33.0251773,-96.855193
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/college-station/,info@bi-aba.com,555 William D. Fitch Pkwy,College Station,TX,,ALL_STATES,30.553549,-96.274912
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/colleyville/,info@bi-aba.com,6201 Colleyville Blvd #100,Colleyville,TX,,ALL_STATES,32.8984896,-97.1429368
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/cypress/,info@bi-aba.com,8118 Fry Rd,Cypress,TX,,ALL_STATES,29.8977358,-95.7178071
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/denton/,info@bi-aba.com,2532 Lillian Miller Pkwy,Denton,TX,,ALL_STATES,33.1827811,-97.1096305
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/fairfield/,info@bi-aba.com,15103 Mason Rd Suite C1,Cypress,TX,,ALL_STATES,29.9941378,-95.7406357
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/flower-mound/,info@bi-aba.com,2612 Long Prairie Rd,Flower Mound,TX,,ALL_STATES,33.0206057,-97.06910979999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/fort-worth-alliance/,info@bi-aba.com,12650 N Beach St,Fort Worth,TX,,ALL_STATES,32.9570682,-97.28159830000001
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/fort-worth-chisholm-trail/,info@bi-aba.com,6211 Southwest Blvd,Benbrook,TX,,ALL_STATES,32.6902377,-97.41663729999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/friendswood/,info@bi-aba.com,105 E Shadowbend,Friendswood,TX,,ALL_STATES,29.5315466,-95.2023869
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/frisco-west/,info@bi-aba.com,255 W Lebanon Rd #212,Frisco,TX,,ALL_STATES,33.1259344,-96.89299489999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/grand-prairie/,info@bi-aba.com,4927 Lake Ridge Parkway,Grand Prarie,TX,,ALL_STATES,32.6529651,-97.04355129999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/houston-heights/,info@bi-aba.com,3036 Yale Street,Houston,TX,,ALL_STATES,29.81491949999999,-95.3990001
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/humble/,,9240 N Sam Houston Parkway E,Humble,TX,,ALL_STATES,29.9341255,-95.2589455
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/katy/,info@bi-aba.com,24124 Cinco Village Center Blvd,Katy,TX,,ALL_STATES,29.7412955,-95.7788534
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/keller/,info@bi-aba.com,1901 S Main St,Keller,TX,,ALL_STATES,32.9004375,-97.2569836
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/kyle/,info@bi-aba.com,4221 Benner Rd Building 2,Kyle,TX,,ALL_STATES,30.0272849,-97.8785925
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/lake-highlands/,info@bi-aba.com,10233 E NW Hwy #436,Highlands,TX,,ALL_STATES,29.818836,-95.0560404
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/lake-worth/,info@bi-aba.com,5804 Boat Club Rd,Fort Worth,TX,,ALL_STATES,32.8393665,-97.42474729999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/lakewood/,info@bi-aba.com,1926 Skillman Street,Dallas,TX,,ALL_STATES,32.8136943,-96.7611793
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/las-colinas/,info@bi-aba.com,3100 Premier Dr Suite #234,Irving,TX,,ALL_STATES,32.8967059,-96.98521439999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/league-city/,info@bi-aba.com,6455 South Shore Blvd,League City,TX,,ALL_STATES,29.5080261,-95.043819
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/longview/,info@bi-aba.com,701 Glencrest Lane,Longview,TX,,ALL_STATES,32.508917,-94.74531119999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/lubbock/,info@bi-aba.com,6102 82nd St #10,Lubbock,TX,,ALL_STATES,33.5206641,-101.9486929
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/mckinney/,info@bi-aba.com,8875 Synergy Dr,McKinney,TX,,ALL_STATES,33.1671303,-96.7313575
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/mesquite/,info@bi-aba.com,920 Highway 352,Mesquite,TX,,ALL_STATES,32.7736266,-96.5709517
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/murphy/,info@bi-aba.com,152 Brand Rd,Plano,TX,,ALL_STATES,33.0099819,-96.62060199999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/new-braunfels/,info@bi-aba.com,475 Oxford Drive Suite 104,New Braunfels,TX,,ALL_STATES,29.7202645,-98.0739622
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/north-arlington/,info@bi-aba.com,4140 N Collins St #200,Arlington,TX,,ALL_STATES,32.8026249,-97.099119
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/oak-hill/,info@bi-aba.com,8517 Farm to Market Rd 1826 #501,Austin,TX,,ALL_STATES,30.2221588,-97.89218629999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/pearland/,info@bi-aba.com,1799 Kirby Drive,Pearland,TX,,ALL_STATES,29.5806392,-95.39955309999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/pflugerville/,info@bi-aba.com,701 Farm to Market 685,Pflugerville,TX,,ALL_STATES,30.4414711,-97.60921909999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/plano/,info@bi-aba.com,7160 Preston Rd Suite 200,Plano,TX,,ALL_STATES,33.0737218,-96.79477279999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/preston-forest/,info@bi-aba.com,11661 Preston Road,Dallas,TX,,ALL_STATES,32.9083168,-96.8050505
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/prosper/,info@bi-aba.com,861 North Coleman Street,Prosper,TX,,ALL_STATES,33.2441592,-96.8030326
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/richardson/,info@bi-aba.com,189 N Plano Road Suite 100,Richardson,TX,,ALL_STATES,32.9477318,-96.7003649
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/round-rock/,info@bi-aba.com,170 Deep Wood Dr,Round Rock,TX,,ALL_STATES,30.5109724,-97.70051749999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/rowlett/,info@bi-aba.com,5706 Rowlett Road,Rowlett,TX,,ALL_STATES,32.9122844,-96.5681259
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/san-antonio-castle-hills/,info@bi-aba.com,11103 West Ave,San Antonio,TX,,ALL_STATES,29.5408414,-98.5156361
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/san-antonio-dominion/,info@bi-aba.com,21727 Interstate 10,San Antonio,TX,,ALL_STATES,29.6448547,-98.6224757
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/san-antonio-west/,info@bi-aba.com,5522 Lone Star Parkway Building 3,San Antonio,TX,,ALL_STATES,29.4874888,-98.7238986
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/spring-cypress/,info@bi-aba.com,8620 Spring Cypress Road Suite D,Spring,TX,,ALL_STATES,30.0359651,-95.55397579999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/spring-stuebner/,info@bi-aba.com,4540 Spring Stuebner Road Suite 100,Spring,TX,,ALL_STATES,30.0839724,-95.48800159999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/sugar-land/,info@bi-aba.com,2205 Williams Trace Blvd,Sugar Land,TX,,ALL_STATES,29.5956696,-95.60293949999999
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/houston-texas-medical-center/,info@bi-aba.com,2223 Dorrington Street,Houston,TX,,ALL_STATES,29.7050324,-95.4113964
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/universal-city/,info@bi-aba.com,1401 Universal City Blvd,Universal City,TX,,ALL_STATES,29.5423231,-98.3021248
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/woodlands/,info@bi-aba.com,8101 Kuykendahl Road,Spring,TX,,ALL_STATES,30.2100638,-95.5249454
Behavioral Therapy & Services LLC- ABA Therapy For Autism,(469) 525-0841,https://btscenters.com/,ContactBTS@btscenters.com,1400 N Coit Rd Suite 2506,McKinney,TX,75071,ALL_STATES,33.214179,-96.7657151
Blossom Center For Children- Autism Therapy,(210) 415-9626,https://www.blossomcenterforchildren.com,info@blossomcenterforchildren.com,14235 Blanco Rd,San Antonio,TX,78216,ALL_STATES,29.5722984,-98.51726599999999
BlueSprig,(956) 230-5135,https://www.bluesprigautism.com,,3805 US-83 BUS,Harlingen,TX,78552,ALL_STATES,26.1834709,-97.7386471
Bright Mosaic,(940) 536-3296,https://www.brightmosaic.org/,,1922 N Locust St,Denton,TX,76209,ALL_STATES,33.2314687,-97.1318421
Central Texas Behavioral Solutions- Waco ABA Therapy,(254) 554-1466,https://www.ctbs.co/,ktindell@ctxbs.com,415 Lake Air Dr,Waco,TX,76710,ALL_STATES,31.5235967,-97.1837826
Centria Healthcare,(855) 772-8847,,,1702 N. Collins Boulevard,,TX,,ALL_STATES,32.9718141,-96.72308400000001
Children's Autism Center,(512) 733-2800,https://www.childrensautismcenter.com/,info@cactexas.com,1516 E Palm Valley Blvd Bldg C,Round Rock,TX,78664,ALL_STATES,30.519297,-97.66170420000002
Cole ABA Solutions,(832) 334-5194,http://www.colehealth.com/aba-solutions/locations/,,16341 Mueschke Road,Spring,TX,77433,ALL_STATES,30.0364617,-95.7262977
Cole ABA Solutions,(512) 757-8733,http://www.colehealth.com/aba-solutions/locations/,,101 Uhland Road Suite 204 San Marcos,San Marcos,TX,78666,ALL_STATES,29.8991425,-97.91772970000001
Cole Pediatric Therapy Conroe,(936) 441-1525,https://www.colehealth.com/,info@colehealth.com,704 Longmire Rd UNIT 101,Conroe,TX,77304,ALL_STATES,30.3266917,-95.4837002
Concept Connections - Autism and ABA Clinic,(817) 601-9736,https://concept-connections.com/,,1305 W Magnolia Ave suite a,Fort Worth,TX,76104,ALL_STATES,32.7304281,-97.33965189999999
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,21 Waterway Ave,,TX,,ALL_STATES,30.1604199,-95.4593702
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,5085 W Park Blvd,,TX,,ALL_STATES,33.030341,-96.7981779
Cutting Edge Pediatric Therapy,(469) 675-3153,https://cuttingedgepediatrictherapy.com/,info@ceptherapy.com,900 Junction Dr,Allen,TX,75013,ALL_STATES,33.1117809,-96.6783786
DFW ABA Center,(313) 312-3213,https://dfwabacenter.com/,information@dfwabacenter.com,600 S Jupiter Rd STE 150,Allen,TX,75002,ALL_STATES,33.0930558,-96.6635197
Dr. Regina Crone,(469) 892-7500,https://www.therapyandbeyond.com/,info@therapyandbeyond.com,2020 E Hebron Pkwy,Carrollton,TX,,ALL_STATES,33.0240819,-96.8778978
Elemy Autism Care,(281) 920-1699,https://elemy.wpengine.com/locations/cities/houston,contact@elemy.com,2700 Post Oak Blvd,Houston,TX,77056,ALL_STATES,29.73840779999999,-95.4614301
Elite Spectrum ABA,(713) 730-9335,https://www.elitespectrumaba.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Google+My+Busines,info@elitespectrumaba.com,10830 Craighead Dr,Houston,TX,77025,ALL_STATES,29.6632865,-95.4459644
Empower Behavioral Health,(210) 447-0039,,,9314 Ryder Road,,TX,,ALL_STATES,29.5304752,-98.668179
Empower Behavioral Health,(210) 447-0039,,,24870 BLANCO RD,,TX,,ALL_STATES,29.6730719,-98.5220669
Empower Behavioral Health,(210) 447-0039,,,133 WINDY MEADOWS,,TX,,ALL_STATES,29.562717,-98.28718219999999
Empower Behavioral Health,(210) 447-0039,,,2115 STEPHENS PL.,,TX,,ALL_STATES,29.7190455,-98.0752705
Empower Behavioral Health,(210) 447-0039,,,1035 BELVIDERE STREET,,TX,,ALL_STATES,31.8530019,-106.5404342
Empower Behavioral Health,(210) 447-0039,,,9201 MONTANA AVE,,TX,,ALL_STATES,31.7943744,-106.3638659
Empower Behavioral Health,(210) 447-0039,,,3019 GREEN MEADOW DRIVE,,TX,,ALL_STATES,31.4192634,-100.4872801
Empower Behavioral Health,(210) 447-0039,,,15140 BADGER RANCH BLVD,,TX,,ALL_STATES,31.4868848,-97.2504369
Empower Behavioral Health,(210) 447-0039,,,3841 SAGEBRIAR DRIVE,,TX,,ALL_STATES,30.6539589,-96.2959872
Empower Behavioral Health,(210) 447-0039,,,21755 I-45 N,,TX,,ALL_STATES,30.0799209,-95.43940429999999
Empower Behavioral Health,(210) 447-0039,,,355-2 Spencer Ln.,,TX,,ALL_STATES,29.4847149,-98.5436448
Essential Speech and ABA Therapy,(281) 969-7527,https://www.txabatherapy.com,info@speechandaba.com,4638 Riverstone Blvd,Missouri City,TX,77459,ALL_STATES,29.5692283,-95.5718627
Fast Track ABA Center,(713) 425-4248,www.fasttrackabacenter.com,info@fasttrackabacenter.com,1118 Minonite Rd Suite B,Katy,TX,,ALL_STATES,29.7857765,-95.8245093
First Leap,(512) 887-2126,,,9901 N Capital of Texas Hwy Suite 250,Austin,TX,78759,ALL_STATES,30.3894489,-97.74056689999999
Galliant,(469) 242-0960,https://www.galliantcare.com/autism-care-dallas-texas,hello@galliantcare.com,1036 Starlight Pl,Rockwall,TX,75087,ALL_STATES,32.9380481,-96.4495525
