name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
Oklahoma Pediatric Therapy Center,"14001 McAuley Blvd Suite 200, Oklahoma City, OK 73134",(405) 467-6782,http://www.optccares.com/,,405) 467-6782,Speech pathologist,"14001 McAuley Blvd Suite 200, Oklahoma City, OK 73134",14001 McAuley Blvd Suite 200,Oklahoma City,OK,14001,35.612538,-97.598638,🆕 Newly geocoded,,,,,,Oklahoma Pediatric Therapy Center,Speech pathologist,,
Therapy Specialists,"301 S Duck St, Stillwater, OK 74074",(405) 377-8255,http://therapyspecialists.janeapp.com/,,405) 377-8255,Speech pathologist,"301 S Duck St, Stillwater, OK 74074",301 S Duck St,Stillwater,OK,74074,36.118725,-97.062291,🆕 Newly geocoded,,,,,,Therapy Specialists,Speech pathologist,,
OKC Myo (Oklahoma Center for Myofunctional Therapy),"515 S Santa Fe Ave STE 101, Edmond, OK 73003",(405) 449-4438,http://www.okcmyo.com/,,405) 449-4438,Speech pathologist,"515 S Santa Fe Ave STE 101, Edmond, OK 73003",515 S Santa Fe Ave STE 101,Edmond,OK,73003,35.650418,-97.514422,🆕 Newly geocoded,,,,,,OKC Myo (Oklahoma Center for Myofunctional Therapy),Speech pathologist,,
Quest Pediatric Therapy,"9201 S I-35 Service Rd, Moore, OK 73160",(405) 601-4303,http://www.questpediatrictherapy.com/,,405) 601-4303,Speech pathologist,"9201 S I-35 Service Rd, Moore, OK 73160",9201 S I-35 Service Rd,Moore,OK,73160,35.375277,-97.495868,🆕 Newly geocoded,,,,,,Quest Pediatric Therapy,Speech pathologist,,
Gonzales Therapy Services,"302 N Independence St Suite 802, Enid, OK 73701",(580) 334-1856,http://gonzalestherapyservices.com/,,580) 334-1856,Speech pathologist,"302 N Independence St Suite 802, Enid, OK 73701",302 N Independence St Suite 802,Enid,OK,73701,36.399201,-97.880192,🆕 Newly geocoded,,,,,,Gonzales Therapy Services,Speech pathologist,,
"Upstate Pediatric Speech Therapy Services, Inc.","310 New Neely Ferry Rd, Mauldin, SC 29662, United States",+1 864-438-0990,http://www.pedspeechtherapy.com/,,+1 864-438-0990,Speech pathologist,"310 New Neely Ferry Rd, Mauldin, SC 29662, United States",310 New Neely Ferry Rd,SC 29662,SC,29662,34.770371,-82.303977,🆕 Newly geocoded,,,,,,"Upstate Pediatric Speech Therapy Services, Inc.",Speech pathologist,,
A to Z Speech Therapy,"1547 Wade Hampton Blvd, Greenville, SC 29609, United States",+1 864-659-0604,http://atozspeechtherapy.com/,,+1 864-659-0604,Speech pathologist,"1547 Wade Hampton Blvd, Greenville, SC 29609, United States",1547 Wade Hampton Blvd,SC 29609,SC,29609,34.87463,-82.36799,🆕 Newly geocoded,,,,,,A to Z Speech Therapy,Speech pathologist,,
"3692 W Market St, Johnson City, TN 37604","3692 W Market St, Johnson City, TN 37604",(423) 724-7759,http://www.growmemyo.com/,,423) 724-7759,Speech pathologist,"3692 W Market St, Johnson City, TN 37604",3692 W Market St,Johnson City,TN,37604,36.312521,-82.430858,🆕 Newly geocoded,,,,,,"Grow Me Myo (Speech Therapy, Feeding Therapy, Myofunctional Therapy, Neurofeedback)",Speech pathologist,,
"Bright Talkers, Speech and Language Therapy, LLC","Bright Talkers, Speech and Language Therapy, LLC",+1 864-626-7929,http://www.btspeech.com/,,+1 864-626-7929,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,"Bright Talkers, Speech and Language Therapy, LLC",Speech pathologist,,No address or coordinates found
McCulloh Therapeutic Solutions,"12 Maple Tree Ct #103, Greenville, SC 29615",(864) 244-3474,http://mtskids.com/,,864) 244-3474,Speech pathologist,"12 Maple Tree Ct #103, Greenville, SC 29615",12 Maple Tree Ct #103,Greenville,SC,29615,34.861335,-82.278539,🆕 Newly geocoded,,,,,,McCulloh Therapeutic Solutions,Speech pathologist,,
McCulloh Therapeutic Solutions,"2400A Winchester Pl STE 102, Spartanburg, SC 29301",(864) 244-3474,https://mtskids.com/,,864) 244-3474,Speech pathologist,"2400A Winchester Pl STE 102, Spartanburg, SC 29301",2400A Winchester Pl STE 102,Spartanburg,SC,29301,34.936182,-81.981214,🆕 Newly geocoded,,,,,,McCulloh Therapeutic Solutions,Speech pathologist,,
Pam Manser & Associates Speech Therapy,"484 Williamson Rd #102, Mooresville, NC 28117",(704) 746-9698,http://www.manserspeechtherapy.com/,,704) 746-9698,Speech pathologist,"484 Williamson Rd #102, Mooresville, NC 28117",484 Williamson Rd #102,Mooresville,NC,28117,35.574801,-80.870152,🆕 Newly geocoded,,,,,,Pam Manser & Associates Speech Therapy,Speech pathologist,,
Chatterbugs Therapy,"154 Amendment Ave #104, Rock Hill, SC 29732, United States",+1 803-203-2864,http://www.chatterbugsllc.com/,,+1 803-203-2864,Speech pathologist,"154 Amendment Ave #104, Rock Hill, SC 29732, United States",154 Amendment Ave #104,SC 29732,SC,29732,34.954255,-81.047572,🆕 Newly geocoded,,,,,,Chatterbugs Therapy,Speech pathologist,,
Access Therapy,"1400 Boiling Springs Rd #9, Spartanburg, SC 29303",(864) 524-0286,https://www.accesstherapiesonline.com/contact,,864) 524-0286,Speech pathologist,"1400 Boiling Springs Rd #9, Spartanburg, SC 29303",1400 Boiling Springs Rd #9,Spartanburg,SC,29303,35.00455,-81.95014,🆕 Newly geocoded,,,,,,Access Therapy,Speech pathologist,,
"Behaviors A Go-Go Therapy - Speech, OT & PT","515 W Butler Rd # A, Greenville, SC 29607",(864) 757-9918,https://www.behaviorsagogo.com/,,864) 757-9918,Speech pathologist,"515 W Butler Rd # A, Greenville, SC 29607",515 W Butler Rd # A,Greenville,SC,29607,34.774378,-82.322921,🆕 Newly geocoded,,,,,,"Behaviors A Go-Go Therapy - Speech, OT & PT",Speech pathologist,,
Moser Speech Therapy,"10721 Chapman Hwy # 22, Seymour, TN 37865",(865) 579-2293,http://www.moserspeechtherapy.com/,,865) 579-2293,Speech pathologist,"10721 Chapman Hwy # 22, Seymour, TN 37865",10721 Chapman Hwy # 22,Seymour,TN,10721,35.877226,-83.776905,🆕 Newly geocoded,,,,,,Moser Speech Therapy,Speech pathologist,,
Gifted Integrative Speech Therapy,"920 Dannon View STE 3203, Atlanta, GA 30331",(678) 948-6632,https://www.giftedintegrativespeechtherapy.com/about-us,,678) 948-6632,Speech pathologist,"920 Dannon View STE 3203, Atlanta, GA 30331",920 Dannon View STE 3203,Atlanta,GA,30331,33.722062,-84.508546,🆕 Newly geocoded,,,,,,Gifted Integrative Speech Therapy,Speech pathologist,,
"Hear I Am! Speech Therapy, PLLC","4045 University Pkwy Suite #241, Winston-Salem, NC 27106",(828) 577-1094,https://heariamspeechtherapy.com/index.html,,828) 577-1094,Speech pathologist,"4045 University Pkwy Suite #241, Winston-Salem, NC 27106",4045 University Pkwy Suite #241,Winston-Salem,NC,27106,36.152708,-80.278288,🆕 Newly geocoded,,,,,,"Hear I Am! Speech Therapy, PLLC",Speech pathologist,,
The Speech & Language Center,"1380 Wilmington Pike Ste 102, West Chester, PA 19382",(484) 680-5006,http://www.thespeechlanguagecenter.org/,,484) 680-5006,Speech pathologist,"1380 Wilmington Pike Ste 102, West Chester, PA 19382",1380 Wilmington Pike Ste 102,West Chester,PA,19382,39.901591,-75.564724,🆕 Newly geocoded,,,,,,The Speech & Language Center,Speech pathologist,,
"Above and Beyond Speech Therapy, LLC","1402 S Atherton St Suite 210, State College, PA 16801",(814) 954-0288,https://aboveandbeyondspeechtherapy.com/,,814) 954-0288,Speech pathologist,"1402 S Atherton St Suite 210, State College, PA 16801",1402 S Atherton St Suite 210,State College,PA,16801,40.784364,-77.840988,🆕 Newly geocoded,,,,,,"Above and Beyond Speech Therapy, LLC",Speech pathologist,,
Ivy Rehab for Kids,"1019 Egypt Rd Unit 2B, Phoenixville, PA 19460",(484) 214-5550,https://ivyrehab.com/physical-therapy-location/phoenixville-pa-kids/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,,484) 214-5550,Speech pathologist,"1019 Egypt Rd Unit 2B, Phoenixville, PA 19460",1019 Egypt Rd Unit 2B,Phoenixville,PA,19460,40.136465,-75.474237,🆕 Newly geocoded,,,,,,Ivy Rehab for Kids,Speech pathologist,,
Frees Speech and Language Therapy,"149 5th Ave, Phoenixville, PA 19460",(484) 928-0254,http://freesspeech.com/,,484) 928-0254,Speech pathologist,"149 5th Ave, Phoenixville, PA 19460",149 5th Ave,Phoenixville,PA,19460,40.1261,-75.512514,🆕 Newly geocoded,,,,,,Frees Speech and Language Therapy,Speech pathologist,,
Ivy Rehab for Kids,"32 Blacksmith Rd Suite 101, Newtown, PA 18940",(215) 579-8797,https://ivyrehab.com/physical-therapy-location/newtown-kids-pa/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,,215) 579-8797,Speech pathologist,"32 Blacksmith Rd Suite 101, Newtown, PA 18940",32 Blacksmith Rd Suite 101,Newtown,PA,18940,40.22404,-74.914704,🆕 Newly geocoded,,,,,,Ivy Rehab for Kids,Speech pathologist,,
WeeTalk,"2851 Centre Ave, Reading, PA 19605",(610) 750-6514,http://www.weetalksls.com/,,610) 750-6514,Speech pathologist,"2851 Centre Ave, Reading, PA 19605",2851 Centre Ave,Reading,PA,19605,40.377583,-75.933368,🆕 Newly geocoded,,,,,,WeeTalk,Speech pathologist,,
"Eat Play Speak, LLC","76 S Main St, Yardley, PA 19067",(908) 969-1849,https://www.eatplayspeak.com/,,908) 969-1849,Speech pathologist,"76 S Main St, Yardley, PA 19067",76 S Main St,Yardley,PA,19067,40.24085,-74.83633,🆕 Newly geocoded,,,,,,"Eat Play Speak, LLC",Speech pathologist,,
"High Falls Speech Therapy Center, LLC","8 Silk Mill Drive Suite 204, Hawley, PA 18428",(201) 341-2445,http://www.highfallsspeechtherapycenter.net/,,201) 341-2445,Medical clinic,"8 Silk Mill Drive Suite 204, Hawley, PA 18428",8 Silk Mill Drive Suite 204,Hawley,PA,18428,41.47183,-75.172075,🆕 Newly geocoded,,,,,,"High Falls Speech Therapy Center, LLC",Medical clinic,,
Ivy Rehab for Kids,"739 N Easton Rd #202, Doylestown, PA 18901",(215) 345-5960,https://ivyrehab.com/physical-therapy-location/doylestown-kids-pa/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,,215) 345-5960,Speech pathologist,"739 N Easton Rd #202, Doylestown, PA 18901",739 N Easton Rd #202,Doylestown,PA,18901,40.333205,-75.128871,🆕 Newly geocoded,,,,,,Ivy Rehab for Kids,Speech pathologist,,
"Allison Picard, MS, CCC-SLP","342 Atwood Ave, Cranston, RI 02920",(401) 533-0651,https://www.allisonpicard.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gINigN&usg=AOvVaw0-vUyMyR4JQDs1XEgUybm4,,401) 533-0651,Speech pathologist,"342 Atwood Ave, Cranston, RI 02920",342 Atwood Ave,Cranston,RI,02920,41.785172,-71.473346,🆕 Newly geocoded,,,,,,"Allison Picard, MS, CCC-SLP",Speech pathologist,,
True Self Speech Therapy,"777 N Main St, Providence, RI 02904",(401) 415-7525,http://www.trueselfspeech.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIVigN&usg=AOvVaw1h4n9QVMvQrjwbo5ZHtysE,,401) 415-7525,Speech pathologist,"777 N Main St, Providence, RI 02904",777 N Main St,Providence,RI,02904,41.841121,-71.407987,🆕 Newly geocoded,,,,,,True Self Speech Therapy,Speech pathologist,,
"Simply Speech, LLC","575 E Main Rd UNIT 1B Floor 2, Middletown, RI 02842",(401) 859-3999,https://www.simplyspeechstephanie.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIlQEoDQ&usg=AOvVaw2gjqCzQ9YE-VRPZ3rvvVkl,,401) 859-3999,Speech pathologist,"575 E Main Rd UNIT 1B Floor 2, Middletown, RI 02842",575 E Main Rd UNIT 1B Floor 2,Middletown,RI,02842,41.522579,-71.281075,🆕 Newly geocoded,,,,,,"Simply Speech, LLC",Speech pathologist,,
The Speech Spot,"66 Main St, Wakefield, RI 02879",(401) 360-6362,https://www.speechspotclinic.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gItQEoDQ&usg=AOvVaw3SJRpxBr4b4Uj5jgwiV4vk,,401) 360-6362,Speech pathologist,"66 Main St, Wakefield, RI 02879",66 Main St,Wakefield,RI,02879,41.440933,-71.49092,🆕 Newly geocoded,,,,,,The Speech Spot,Speech pathologist,,
Alphabet Soup,"2220 S County Trl, East Greenwich, RI 02818",(401) 295-2955,http://www.alphabetsouptherapy.org/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gI0QEoDQ&usg=AOvVaw3Lc_7dp2YJ8IZbqsJu8aUK,,401) 295-2955,Speech pathologist,"2220 S County Trl, East Greenwich, RI 02818",2220 S County Trl,East Greenwich,RI,02818,41.635042,-71.492965,🆕 Newly geocoded,,,,,,Alphabet Soup,Speech pathologist,,
Acorn Therapy Solutions,"1130 Ten Rod Rd Suite C104, North Kingstown, RI 02852",(401) 404-5585,http://www.acorntherapysolutions.org/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gI8QEoDQ&usg=AOvVaw1_O9ug9OfJ_sokgeaUsJ_t,,401) 404-5585,Speech pathologist,"1130 Ten Rod Rd Suite C104, North Kingstown, RI 02852",1130 Ten Rod Rd Suite C104,North Kingstown,RI,02852,41.578479,-71.49813,🆕 Newly geocoded,,,,,,Acorn Therapy Solutions,Speech pathologist,,
Bizzy Bees Therapy,"30 Martin St Suite 4B, Cumberland, RI 02864",(401) 228-2186,http://bzbeestherapy.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIjQIoDQ&usg=AOvVaw3vtz_8EuKgzSe2j4I6Lh13,,401) 228-2186,Speech pathologist,"30 Martin St Suite 4B, Cumberland, RI 02864",30 Martin St Suite 4B,Cumberland,RI,02864,41.927564,-71.425996,🆕 Newly geocoded,,,,,,Bizzy Bees Therapy,Speech pathologist,,
Rhode Island Speech Therapy LLC,"15 Bullock Ave, Barrington, RI 02806",(401) 237-7156,http://www.rispeechtherapy.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIqQIoDQ&usg=AOvVaw1sA0IAhKnqcBj4VjFnxw8F,,401) 237-7156,Speech pathologist,"15 Bullock Ave, Barrington, RI 02806",15 Bullock Ave,Barrington,RI,02806,41.756245,-71.29113,🆕 Newly geocoded,,,,,,Rhode Island Speech Therapy LLC,Speech pathologist,,
Rhode Island Hospital - Speech Language Pathology/Audiology,"115 Georgia Ave, Providence, RI 02905",(401) 444-5485,https://www.brownhealth.org/centers-services/outpatient-rehabilitation-services/speech-therapy-pathology&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIxQIoDQ&usg=AOvVaw0DmQ4rGCk5qomfh6GnRvw9,,401) 444-5485,Speech pathologist,"115 Georgia Ave, Providence, RI 02905",115 Georgia Ave,Providence,RI,02905,41.792131,-71.398018,🆕 Newly geocoded,,,,,,Rhode Island Hospital - Speech Language Pathology/Audiology,Speech pathologist,,
"A Pediatric Evolution, LLC. Pediatric OT and SLP","1526 Atwood Ave Suite 202, Johnston, RI 02919",(401) 642-8080,http://www.apediatricevolution.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gI4QIoDQ&usg=AOvVaw2jEGONsui0aa7D8INcqRNa,,401) 642-8080,Speech pathologist,"1526 Atwood Ave Suite 202, Johnston, RI 02919",1526 Atwood Ave Suite 202,Johnston,RI,02919,41.827909,-71.502492,🆕 Newly geocoded,,,,,,"A Pediatric Evolution, LLC. Pediatric OT and SLP",Speech pathologist,,
Small Steps Therapy,"1 Randall Square #302, Providence, RI 02904",(401) 443-5252,http://www.smallstepstherapyri.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIgQMoDQ&usg=AOvVaw2d6G3l4Y9pAc_L61xoEjtI,,401) 443-5252,Occupational therapist,"1 Randall Square #302, Providence, RI 02904",1 Randall Square #302,Providence,RI,02904,41.836938,-71.410589,🆕 Newly geocoded,,,,,,Small Steps Therapy,Occupational therapist,,
"Honeycomb Speech Services: Eve Spremullo, MS, CCC-SLP","1145 Reservoir Ave suite 305, Cranston, RI 02920",(401) 522-3304,https://www.slphoneycomb.com/%3Futm_source%3Dgmb_auth&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gInQMoDQ&usg=AOvVaw0L2RbIXk8McClk-3RnT3PQ,,401) 522-3304,Speech pathologist,"1145 Reservoir Ave suite 305, Cranston, RI 02920",1145 Reservoir Ave suite 305,Cranston,RI,02920,41.770565,-71.454633,🆕 Newly geocoded,,,,,,"Honeycomb Speech Services: Eve Spremullo, MS, CCC-SLP",Speech pathologist,,
Access Speech,"245 Legris Ave, West Warwick, RI 02893",(401) 366-4193,,,401) 366-4193,Speech pathologist,"245 Legris Ave, West Warwick, RI 02893",245 Legris Ave,West Warwick,RI,02893,41.696165,-71.504713,🆕 Newly geocoded,,,,,,Access Speech,Speech pathologist,,
"Little Bee the SLP, LLC","Little Bee the SLP, LLC",(401) 426-2472,http://www.littlebeetheslp.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gI0QMoBQ&usg=AOvVaw3n9V28pgQ3CUBauF0eeSqQ,,401) 426-2472,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,"Little Bee the SLP, LLC",Speech pathologist,,No address or coordinates found
"New Pattern Speech Therapy, LLC","67 Phenix Ave, Cranston, RI 02920",(401) 830-2477,http://www.newpatternspeechtherapy.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gI8QMoDQ&usg=AOvVaw2hcIA6iDKzXaJb08OgOIwO,,401) 830-2477,Speech pathologist,"67 Phenix Ave, Cranston, RI 02920",67 Phenix Ave,Cranston,RI,02920,41.782015,-71.467923,🆕 Newly geocoded,,,,,,"New Pattern Speech Therapy, LLC",Speech pathologist,,
"Core Speech Therapy, LLC","2843 S County Trl Ste 101, East Greenwich, RI 02818",(401) 646-3438,https://www.core-speech-therapy.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D1263814911224728187&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIjgQoDQ&usg=AOvVaw3Y3oObXmOH0V93mJPeOIcD,,401) 646-3438,Speech pathologist,"2843 S County Trl Ste 101, East Greenwich, RI 02818",2843 S County Trl Ste 101,East Greenwich,RI,02818,41.619382,-71.49158,🆕 Newly geocoded,,,,,,"Core Speech Therapy, LLC",Speech pathologist,,
CBS Therapy,"626 Park Ave, Cranston, RI 02910",(401) 270-9991,http://cbstherapy.com/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIqwQoDQ&usg=AOvVaw39g2fOD8UwRjrcJ7QdRKb-,,401) 270-9991,Employment agency,"626 Park Ave, Cranston, RI 02910",626 Park Ave,Cranston,RI,02910,41.776667,-71.425263,🆕 Newly geocoded,,,,,,CBS Therapy,Employment agency,,
Prestige Therapy (Multiple Locations),"2740 Pawtucket Ave, East Providence, RI 02914",(401) 359-4898,http://www.prestigetherapy.net/&opi=79508299&sa=U&ved=0ahUKEwil28evyJ-RAxUEEEQIHZCMAHcQ61gIxgQoDQ&usg=AOvVaw04yzs8hE-dGdRiVzqufixl,,401) 359-4898,Speech pathologist,"2740 Pawtucket Ave, East Providence, RI 02914",2740 Pawtucket Ave,East Providence,RI,02914,41.800229,-71.362315,🆕 Newly geocoded,,,,,,Prestige Therapy (Multiple Locations),Speech pathologist,,
"Therapy360 - Speech, Occupational and Physical Therapy","7 Memorial Medical Dr, Greenville, SC 29605, United States",+1 864-241-6222,http://www.therapy360.org/,,+1 864-241-6222,Speech pathologist,"7 Memorial Medical Dr, Greenville, SC 29605, United States",7 Memorial Medical Dr,SC 29605,SC,29605,34.81616,-82.421009,🆕 Newly geocoded,,,,,,"Therapy360 - Speech, Occupational and Physical Therapy",Speech pathologist,,
"Motor Mouth Speech Therapy Services, LLC","705 Squires Pt, Duncan, SC 29334, United States",+1 864-214-6296,http://motormouthslp.clientsecure.me/,,+1 864-214-6296,Speech pathologist,"705 Squires Pt, Duncan, SC 29334, United States",705 Squires Pt,SC 29334,SC,29334,34.89184,-82.07499,🆕 Newly geocoded,,,,,,"Motor Mouth Speech Therapy Services, LLC",Speech pathologist,,
Speech-language pathology at MUSC Children's Hospital,"4480 Leeds Pl W, North Charleston, SC 29405, United States",+1 843-876-7200,http://www.musckids.org/speech/,,+1 843-876-7200,Speech pathologist,"4480 Leeds Pl W, North Charleston, SC 29405, United States",4480 Leeds Pl W,SC 29405,SC,29405,32.843759,-80.017145,🆕 Newly geocoded,,,,,,Speech-language pathology at MUSC Children's Hospital,Speech pathologist,,
"All On Board Speech, LLC","All On Board Speech, LLC",+1 803-814-3812,http://www.allonboardspeech.com/,,+1 803-814-3812,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,"All On Board Speech, LLC",Speech pathologist,,No address or coordinates found
"Palmetto Early Beginnings, LLC","355 Ridge Run Trail, Irmo, SC 29063, United States",+1 803-271-2364,http://www.palmettoearlybeginnings.com/,,+1 803-271-2364,Speech pathologist,"355 Ridge Run Trail, Irmo, SC 29063, United States",355 Ridge Run Trail,SC 29063,SC,29063,34.14648,-81.21991,🆕 Newly geocoded,,,,,,"Palmetto Early Beginnings, LLC",Speech pathologist,,
Carolina Speech & Myo Therapy,"1245 Rosemont Dr Suite 115, Fort Mill, SC 29707, United States",+1 803-281-0185,,,+1 803-281-0185,Speech pathologist,"1245 Rosemont Dr Suite 115, Fort Mill, SC 29707, United States",1245 Rosemont Dr Suite 115,SC 29707,SC,29707,35.005957,-80.881105,🆕 Newly geocoded,,,,,,Carolina Speech & Myo Therapy,Speech pathologist,,
Sensory 8 Pediatric Therapy,"6277 Carolina Commons Dr, Indian Land, SC 29707, United States",+1 803-200-2363,http://sensoryeight.com/,,+1 803-200-2363,Speech pathologist,"6277 Carolina Commons Dr, Indian Land, SC 29707, United States",6277 Carolina Commons Dr,SC 29707,SC,29707,34.93746,-80.838497,🆕 Newly geocoded,,,,,,Sensory 8 Pediatric Therapy,Speech pathologist,,
Lake Murray Speech Pathology,Lake Murray Speech Pathology,+1 803-586-1447,http://www.lakemurrayspeechpathology.com/,,+1 803-586-1447,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Lake Murray Speech Pathology,Speech pathologist,,No address or coordinates found
"Joy in the Journey, LLC","989 Knox Abbott Dr # 111, Cayce, SC 29033, United States",+1 803-768-9186,https://joyinthejourneysc.net/,,+1 803-768-9186,Speech pathologist,"989 Knox Abbott Dr # 111, Cayce, SC 29033, United States",989 Knox Abbott Dr # 111,SC 29033,SC,29033,33.980565,-81.065755,🆕 Newly geocoded,,,,,,"Joy in the Journey, LLC",Speech pathologist,,
"Blythewood Speech Therapy, LLC","Blythewood Speech Therapy, LLC",+1 803-766-4786,http://www.blythewoodtherapy.com/,,+1 803-766-4786,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,"Blythewood Speech Therapy, LLC",Speech pathologist,,No address or coordinates found
"Speech-Language Pathology Associates of South Carolina, LLC","3710 Landmark Dr Suite 108, Columbia, SC 29204, United States",+1 803-766-4723,http://www.slpassociatesofsc.com/,,+1 803-766-4723,Speech pathologist,"3710 Landmark Dr Suite 108, Columbia, SC 29204, United States",3710 Landmark Dr Suite 108,SC 29204,SC,29204,34.018187,-80.986757,🆕 Newly geocoded,,,,,,"Speech-Language Pathology Associates of South Carolina, LLC",Speech pathologist,,
Farley Alice Anne,"7434 Forest Ct, Irmo, SC 29063, United States",+1 803-252-2538,,,+1 803-252-2538,Speech pathologist,"7434 Forest Ct, Irmo, SC 29063, United States",7434 Forest Ct,SC 29063,SC,29063,34.090051,-81.175155,🆕 Newly geocoded,,,,,,Farley Alice Anne,Speech pathologist,,
Mouths in Motion Speech Therapy Services,Mouths in Motion Speech Therapy Services,+1 843-900-1345,https://www.mouthsinmotion.com/,,+1 843-900-1345,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Mouths in Motion Speech Therapy Services,Speech pathologist,,No address or coordinates found
Scottish Rite Center-Childhood,"7230 Garners Ferry Rd #6600, Columbia, SC 29209, United States",+1 803-776-5474,,,+1 803-776-5474,Speech pathologist,"7230 Garners Ferry Rd #6600, Columbia, SC 29209, United States",7230 Garners Ferry Rd #6600,SC 29209,SC,29209,33.972148,-80.949905,🆕 Newly geocoded,,,,,,Scottish Rite Center-Childhood,Speech pathologist,,
Carolina Milestones,"105 Harth Pl Suite B, Summerville, SC 29485, United States",+1 843-594-3165,http://www.carolinamilestones.com/,,+1 843-594-3165,Speech pathologist,"105 Harth Pl Suite B, Summerville, SC 29485, United States",105 Harth Pl Suite B,SC 29485,SC,29485,32.96399,-80.15993,🆕 Newly geocoded,,,,,,Carolina Milestones,Speech pathologist,,
"Speaking Life, LLC","14 A Brozzini Ct Suite A, Greenville, SC 29615, United States",+1 864-735-8804,http://www.speakinglifetherapy.com/,,+1 864-735-8804,Speech pathologist,"14 A Brozzini Ct Suite A, Greenville, SC 29615, United States",14 A Brozzini Ct Suite A,SC 29615,SC,29615,34.852615,-82.253577,🆕 Newly geocoded,,,,,,"Speaking Life, LLC",Speech pathologist,,
Anderson-Smith Therapy Institute,"8011 S Cinnamon Ridge Pl, Sioux Falls, SD 57108",(605) 271-1852,https://andersonsmiththerapy.com/,,605) 271-1852,Speech pathologist,"8011 S Cinnamon Ridge Pl, Sioux Falls, SD 57108",8011 S Cinnamon Ridge Pl,Sioux Falls,SD,57108,43.472242,-96.766865,🆕 Newly geocoded,,,,,,Anderson-Smith Therapy Institute,Speech pathologist,,
Theratime,"229 W 39th St Suite 100,200, Sioux Falls, SD 57105",(605) 359-3842,https://theratime.com/,,605) 359-3842,Speech pathologist,"229 W 39th St Suite 100,200, Sioux Falls, SD 57105",229 W 39th St Suite 100,Sioux Falls,SD,57105,43.516428,-96.729037,🆕 Newly geocoded,,,,,,Theratime,Speech pathologist,,
Bloom,"2701 S Minnesota Ave Suite #10, Sioux Falls, SD 57105",(605) 271-3464,https://www.bloomandlearn.com/,,605) 271-3464,Speech pathologist,"2701 S Minnesota Ave Suite #10, Sioux Falls, SD 57105",2701 S Minnesota Ave Suite #10,Sioux Falls,SD,57105,43.519957,-96.732103,🆕 Newly geocoded,,,,,,Bloom,Speech pathologist,,
"Black Hills Pediatric Therapy: Offering Physical Therapy, Speech Therapy, Occupational Therapy","528 Kansas City St, Rapid City, SD 57701",(605) 222-7336,http://blackhillspediatrictherapy.com/,,605) 222-7336,Speech pathologist,"528 Kansas City St, Rapid City, SD 57701",528 Kansas City St,Rapid City,SD,57701,44.079073,-103.227138,🆕 Newly geocoded,,,,,,"Black Hills Pediatric Therapy: Offering Physical Therapy, Speech Therapy, Occupational Therapy",Speech pathologist,,
"Dan Rubens, CCC-SLP","575 Sioux Point Rd, Dakota Dunes, SD 57049",(605) 217-2667,https://www.cnos.net/specialties/speech-therapy/,,605) 217-2667,Speech pathologist,"575 Sioux Point Rd, Dakota Dunes, SD 57049",575 Sioux Point Rd,Dakota Dunes,SD,57049,42.504811,-96.498225,🆕 Newly geocoded,,,,,,"Dan Rubens, CCC-SLP",Speech pathologist,,
